NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	AANSLUITINGEN_AANTAL	LEVERINGSRICHTING_PERC	FYSIEKE_STATUS_PERC	SOORT_AANSLUITING_PERC	SOORT_AANSLUITING	SJV_GEMIDDELD	SJV_LAAG_TARIEF_PERC	SLIMME_METER_PERC
"8716902000001"	"Enduris Netgebied"	"Poststraat"	"4301AA"	"4301AA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	80,00	"3x25"	9701	80,00	6,67
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Poststraat"	"4301AA"	"4301AA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	50,00	"G4"	3563	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Poststraat"	"4301AB"	"4301AD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	34	97,06	97,06	64,71	"3x25"	8590	52,94	14,71
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Poststraat"	"4301AB"	"4301AD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	32	100,00	100,00	71,88	"G4"	2622	0,00	12,50
"8716902000001"	"Enduris Netgebied"	"Korte St. Janstraat"	"4301AE"	"4301AE"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	100,00	100,00	88,24	"3x25"	3385	52,94	11,76
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Korte St. Janstraat"	"4301AE"	"4301AE"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	94,12	"G4"	1850	0,00	11,76
"8716902000001"	"Enduris Netgebied"	"Fonteine"	"4301AG"	"4301AH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	31	100,00	100,00	61,29	"1x35"	3202	45,16	16,13
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Fonteine"	"4301AG"	"4301AH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	31	100,00	100,00	100,00	"G4"	1413	0,00	16,13
"8716902000001"	"Enduris Netgebied"	"Lange St. Janstraat"	"4301AJ"	"4301AJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	100,00	100,00	64,71	"1x35"	1727	29,41	5,88
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange St. Janstraat"	"4301AJ"	"4301AJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	4137	0,00	6,25
"8716902000001"	"Enduris Netgebied"	"Lange St. Janstraat"	"4301AK"	"4301AL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	100,00	100,00	52,17	"3x25"	2486	26,09	4,35
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange St. Janstraat"	"4301AK"	"4301AL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	21	100,00	100,00	100,00	"G4"	1430	0,00	4,76
"8716902000001"	"Enduris Netgebied"	"Krepelstraat"	"4301AM"	"4301AM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	90,00	100,00	80,00	"3x25"	3486	60,00	30,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Krepelstraat"	"4301AM"	"4301AM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	1881	0,00	30,00
"8716902000001"	"Enduris Netgebied"	"Zevenhuisstraat"	"4301AN"	"4301AR"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	27	96,30	100,00	59,26	"3x25"	2748	44,44	11,11
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Zevenhuisstraat"	"4301AN"	"4301AR"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	25	100,00	100,00	88,00	"G4"	1735	0,00	12,00
"8716902000001"	"Enduris Netgebied"	"Hoofdpoortstraat"	"4301AS"	"4301AS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	14	100,00	92,86	42,86	"3x25"	6429	28,57	7,14
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Hoofdpoortstraat"	"4301AS"	"4301AS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	83,33	"G4"	2067	0,00	8,33
"8716902000001"	"Enduris Netgebied"	"Hoofdpoortstraat"	"4301AT"	"4301AT"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	100,00	100,00	50,00	"3x25"	1752	43,75	12,50
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Hoofdpoortstraat"	"4301AT"	"4301AT"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	92,86	"G4"	2489	0,00	14,29
"8716902000001"	"Enduris Netgebied"	"Hoofdpoortstraat"	"4301AV"	"4301AV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	100,00	61,11	"1x35"	2294	33,33	11,11
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Hoofdpoortstraat"	"4301AV"	"4301AV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	100,00	"G4"	1244	0,00	11,76
"8716902000001"	"Enduris Netgebied"	"Breedstraat"	"4301AW"	"4301AW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	14	100,00	100,00	71,43	"1x35"	2159	64,29	35,71
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Breedstraat"	"4301AW"	"4301AW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	100,00	"G4"	1292	0,00	35,71
"8716902000001"	"Enduris Netgebied"	"Breedstraat"	"4301AX"	"4301AX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	81,82	"3x25"	2812	36,36	18,18
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Breedstraat"	"4301AX"	"4301AX"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	90,91	"G4"	1937	0,00	18,18
"8716902000001"	"Enduris Netgebied"	"Schuttershofstraat"	"4301AZ"	"4301AZ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	100,00	93,75	62,50	"1x35"	2222	56,25	18,75
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Schuttershofstraat"	"4301AZ"	"4301AZ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	93,75	100,00	"G4"	1270	0,00	18,75
"8716902000001"	"Enduris Netgebied"	"Schuttershofstraat"	"4301BA"	"4301BA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	14	100,00	100,00	64,29	"1x35"	2456	35,71	7,14
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Schuttershofstraat"	"4301BA"	"4301BA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	92,86	100,00	"G4"	1238	0,00	7,14
"8716902000001"	"Enduris Netgebied"	"Ravestraat"	"4301BB"	"4301BB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	90,91	"1x35"	2343	63,64	27,27
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Ravestraat"	"4301BB"	"4301BB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	1340	0,00	27,27
"8716902000001"	"Enduris Netgebied"	"Ravestraat"	"4301BC"	"4301BC"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	94,74	100,00	57,89	"1x35"	1983	47,37	21,05
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Ravestraat"	"4301BC"	"4301BC"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	1442	0,00	22,22
"8716902000001"	"Enduris Netgebied"	"Gat van W N Westen"	"4301BD"	"4301BD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	95,00	100,00	55,00	"3x25"	2319	30,00	15,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Gat van W N Westen"	"4301BD"	"4301BD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	95,00	"G4"	1084	0,00	15,00
"8716902000001"	"Enduris Netgebied"	"Rozemarijnstraat"	"4301BE"	"4301BG"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	22	100,00	100,00	50,00	"1x35"	2827	63,64	22,73
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Rozemarijnstraat"	"4301BE"	"4301BG"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	94,74	"G4"	1480	0,00	26,32
"8716902000001"	"Enduris Netgebied"	"Bagijnestraat"	"4301BH"	"4301BH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	89,47	94,74	52,63	"1x35"	1987	63,16	31,58
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Bagijnestraat"	"4301BH"	"4301BH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	94,44	100,00	"G4"	1403	0,00	33,33
"8716902000001"	"Enduris Netgebied"	"Witte IJestraat"	"4301BJ"	"4301BK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	62	100,00	100,00	80,65	"1x35"	2117	29,03	6,45
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Witte IJestraat"	"4301BJ"	"4301BK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	61	100,00	100,00	96,72	"G4"	1149	0,00	4,92
"8716902000001"	"Enduris Netgebied"	"Pieterseliestraat"	"4301BL"	"4301BL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	100,00	100,00	71,43	"1x35"	2521	47,62	23,81
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Pieterseliestraat"	"4301BL"	"4301BL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	1279	0,00	20,00
"8716902000001"	"Enduris Netgebied"	"Wevershoek"	"4301BM"	"4301BM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	100,00	100,00	76,47	"1x35"	1987	17,65	11,76
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Wevershoek"	"4301BM"	"4301BM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	100,00	"G4"	1234	0,00	11,76
"8716902000001"	"Enduris Netgebied"	"Wevershoek"	"4301BN"	"4301BN"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	54,55	"1x35"	3053	54,55	9,09
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Wevershoek"	"4301BN"	"4301BN"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	1378	0,00	9,09
"8716902000001"	"Enduris Netgebied"	"Raamstraat"	"4301BP"	"4301BP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	90,91	90,91	"3x25"	8092	27,27	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Raamstraat"	"4301BP"	"4301BP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	90,91	81,82	"G4"	2215	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Regenboogstraat"	"4301BR"	"4301BS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	95,24	100,00	57,14	"3x25"	3467	23,81	9,52
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BR"	"4301BS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	21	100,00	100,00	95,24	"G4"	1749	0,00	9,52
"8716902000001"	"Enduris Netgebied"	"Regenboogstraat"	"4301BT"	"4301BT"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	100,00	100,00	62,50	"1x35"	2928	56,25	25,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BT"	"4301BT"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	93,75	"G4"	1419	0,00	25,00
"8716902000001"	"Enduris Netgebied"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	33	100,00	66,67	81,82	"1x35"	1344	24,24	12,12
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	31	100,00	67,74	96,77	"G4"	1080	0,00	12,90
"8716902000001"	"Enduris Netgebied"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	100,00	66,67	"3x25"	4385	33,33	11,11
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	83,33	"G4"	1613	0,00	11,11
"8716902000001"	"Enduris Netgebied"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	100,00	100,00	55,00	"3x25"	2877	65,00	30,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	1469	0,00	30,00
"8716902000001"	"Enduris Netgebied"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	25	96,00	92,00	40,00	"3x25"	22492	64,00	24,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	23	100,00	95,65	47,83	"G4"	3775	0,00	21,74
"8716902000001"	"Enduris Netgebied"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	100,00	93,75	56,25	"3x25"	21506	75,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	41,67	"G4"	4775	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	66,67	"3x25"	9679	66,67	20,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	15	100,00	100,00	80,00	"G4"	2463	0,00	20,00
"8716902000001"	"Enduris Netgebied"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	94,44	61,11	"3x25"	8528	66,67	33,33
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	92,86	50,00	"G4"	4432	0,00	14,29
"8716902000001"	"Enduris Netgebied"	"Havenpark"	"4301CE"	"4301CJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	44	97,73	100,00	65,91	"3x25"	7314	47,73	20,45
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenpark"	"4301CE"	"4301CJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	41	100,00	100,00	80,49	"G4"	2554	0,00	14,63
"8716902000001"	"Enduris Netgebied"	"Oude Haven"	"4301CK"	"4301CK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	92,31	100,00	76,92	"3x25"	3901	61,54	46,15
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Oude Haven"	"4301CK"	"4301CK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	66,67	"G4"	2730	0,00	33,33
"8716902000001"	"Enduris Netgebied"	"Oude Haven"	"4301CL"	"4301CL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	84,62	"3x25"	4235	23,08	7,69
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Oude Haven"	"4301CL"	"4301CL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	76,92	"G4"	2784	0,00	7,69
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CM"	"4301CM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	94,44	94,44	72,22	"3x25"	4585	44,44	11,11
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CM"	"4301CM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	87,50	"G4"	1606	0,00	12,50
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CN"	"4301CN"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	100,00	100,00	70,00	"1x35"	2252	30,00	10,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CN"	"4301CP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	28	100,00	100,00	92,86	"G4"	1836	0,00	10,71
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CP"	"4301CP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	100,00	100,00	60,00	"3x25"	2617	55,00	10,00
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CR"	"4301CR"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	46,15	"1x35"	3859	30,77	7,69
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CR"	"4301CR"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	91,67	91,67	"G4"	1731	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Sint Domusstraat"	"4301CS"	"4301CS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	100,00	100,00	69,57	"3x25"	2833	47,83	13,04
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Sint Domusstraat"	"4301CS"	"4301CS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	84,21	"G4"	1686	0,00	10,53
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CV"	"4301CV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	100,00	100,00	62,50	"3x25"	4621	37,50	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Bogerdstraat"	"4301CV"	"4301CV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	78,57	"G4"	1696	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CW"	"4301CW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	76,92	"3x25"	3071	53,85	15,38
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Bogerdstraat"	"4301CW"	"4301CW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	100,00	"G4"	1741	0,00	15,38
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CX"	"4301CX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	54,55	"3x25"	3990	54,55	9,09
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Bogerdstraat"	"4301CX"	"4301CZ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	23	100,00	95,65	86,96	"G4"	1755	0,00	17,39
"8716902000001"	"Enduris Netgebied"	"Nieuwe Bogerdstraat"	"4301CZ"	"4301CZ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	66,67	"3x25"	3126	80,00	20,00
"8716902000001"	"Enduris Netgebied"	"Venkelstraat"	"4301DA"	"4301DA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	100,00	100,00	73,68	"1x35"	1917	21,05	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Venkelstraat"	"4301DA"	"4301DA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	1268	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Venkelstraat"	"4301DB"	"4301DB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	100,00	91,30	60,87	"3x25"	2229	47,83	8,70
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Venkelstraat"	"4301DB"	"4301DB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	100,00	"G4"	1301	0,00	10,53
"8716902000001"	"Enduris Netgebied"	"Molenstraat"	"4301DC"	"4301DD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	26	84,62	92,31	76,92	"1x35"	2082	57,69	38,46
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Molenstraat"	"4301DC"	"4301DD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	24	100,00	95,83	100,00	"G4"	1003	0,00	41,67
"8716902000001"	"Enduris Netgebied"	"Lange Groendal"	"4301DE"	"4301DE"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	100,00	100,00	92,31	"1x35"	1810	53,85	53,85
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange Groendal"	"4301DE"	"4301DE"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	1220	0,00	63,64
"8716902000001"	"Enduris Netgebied"	"Lange Groendal"	"4301DG"	"4301DG"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	100,00	"1x35"	1482	72,73	54,55
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange Groendal"	"4301DG"	"4301DG"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	949	0,00	54,55
"8716902000001"	"Enduris Netgebied"	"Kapellestraat"	"4301DH"	"4301DH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	100,00	100,00	50,00	"1x35"	3177	50,00	10,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kapellestraat"	"4301DH"	"4301DH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	915	0,00	10,00
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DJ"	"4301DJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	100,00	100,00	62,50	"3x25"	5889	50,00	12,50
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DJ"	"4301DJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	24	100,00	100,00	79,17	"G4"	2582	0,00	12,50
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DK"	"4301DK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	100,00	100,00	58,33	"3x25"	5975	37,50	16,67
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DK"	"4301DK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	100,00	95,45	"G4"	1545	0,00	13,64
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DL"	"4301DL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	100,00	95,65	69,57	"3x25"	9375	52,17	13,04
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DL"	"4301DL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	23	100,00	95,65	91,30	"G4"	1706	0,00	8,70
"8716902000001"	"Enduris Netgebied"	"Nieuwe Haven"	"4301DM"	"4301EB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	100,00	100,00	65,22	"3x25"	5535	52,17	13,04
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Nieuwe Haven"	"4301DM"	"4301EB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	21	100,00	100,00	85,71	"G4"	1892	0,00	14,29
"8716902000001"	"Enduris Netgebied"	"Nobelpoort"	"4301EC"	"4301ED"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	95,00	100,00	85,00	"3x25"	2783	45,00	5,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Meelstraat"	"4301EC"	"4301ED"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	77,27	"G4"	2460	0,00	4,55
"8716902000001"	"Enduris Netgebied"	"Kerkplein"	"4301EE"	"4301EK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	32	96,88	93,75	59,38	"3x25"	2476	31,25	15,63
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kerkplein"	"4301EE"	"4301EK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	25	100,00	100,00	92,00	"G4"	1707	0,00	16,00
"8716902000001"	"Enduris Netgebied"	"Kinderstraat"	"4301EL"	"4301EL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	72,73	"1x35"	1986	18,18	18,18
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kinderstraat"	"4301EL"	"4301EP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	29	100,00	100,00	96,55	"G4"	1641	0,00	17,24
"8716902000001"	"Enduris Netgebied"	"Lombardstraat"	"4301EM"	"4301EP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	100,00	100,00	70,83	"1x35"	2896	29,17	16,67
"8716902000001"	"Enduris Netgebied"	"Varremarkt"	"4301ER"	"4301ER"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	100,00	100,00	73,68	"3x25"	3537	42,11	5,26
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Varremarkt"	"4301ER"	"4301ER"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	94,74	"G4"	1984	0,00	5,26
"8716902000001"	"Enduris Netgebied"	"Lammermarkt"	"4301ES"	"4301ES"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	63,64	"3x25"	2583	27,27	9,09
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lammermarkt"	"4301ES"	"4301ET"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	27	100,00	100,00	92,59	"G4"	1514	0,00	7,41
"8716902000001"	"Enduris Netgebied"	"Lammermarkt"	"4301ET"	"4301ET"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	100,00	100,00	52,63	"3x25"	3986	26,32	10,53
"8716902000001"	"Enduris Netgebied"	"Sint Lievenstraat"	"4301EV"	"4301EV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	27	100,00	100,00	51,85	"1x35"	2095	51,85	18,52
