NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	AANSLUITINGEN_AANTAL	LEVERINGSRICHTING_PERC	FYSIEKE_STATUS_PERC	SOORT_AANSLUITING_PERC	SOORT_AANSLUITING	SJV_GEMIDDELD	SJV_LAAG_TARIEF_PERC	SLIMME_METER_PERC
"8716902000001"	"Enduris Netgebied"	"Poststraat"	"4301AA"	"4301AA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	80,00	"3x25"	9604	80,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Poststraat"	"4301AA"	"4301AA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	50,00	"G4"	3652	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Poststraat"	"4301AB"	"4301AD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	34	97,06	94,12	64,71	"3x25"	8154	58,82	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Poststraat"	"4301AB"	"4301AD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	32	100,00	100,00	71,88	"G4"	2465	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Korte St. Janstraat"	"4301AE"	"4301AE"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	94,12	100,00	88,24	"3x25"	3197	52,94	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Korte St. Janstraat"	"4301AE"	"4301AE"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	94,12	"G4"	1720	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Fonteine"	"4301AG"	"4301AH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	31	100,00	100,00	61,29	"1x35"	2794	48,39	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Fonteine"	"4301AG"	"4301AH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	31	100,00	100,00	100,00	"G4"	1270	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Lange St. Janstraat"	"4301AJ"	"4301AJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	100,00	100,00	64,71	"1x35"	1704	29,41	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange St. Janstraat"	"4301AJ"	"4301AJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	1152	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Lange St. Janstraat"	"4301AK"	"4301AL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	95,65	100,00	52,17	"3x25"	2436	26,09	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Lange St. Janstraat"	"4301AK"	"4301AL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	21	100,00	100,00	100,00	"G4"	1427	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Krepelstraat"	"4301AM"	"4301AM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	90,00	100,00	80,00	"3x25"	2958	60,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Krepelstraat"	"4301AM"	"4301AM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	1812	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Zevenhuisstraat"	"4301AN"	"4301AR"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	27	96,30	100,00	59,26	"3x25"	3070	48,15	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Zevenhuisstraat"	"4301AN"	"4301AR"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	25	100,00	100,00	88,00	"G4"	1705	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Hoofdpoortstraat"	"4301AS"	"4301AS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	100,00	94,12	41,18	"3x25"	6686	29,41	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Hoofdpoortstraat"	"4301AS"	"4301AS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	83,33	"G4"	2067	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Hoofdpoortstraat"	"4301AT"	"4301AT"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	46,67	"1x35"	2021	46,67	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Hoofdpoortstraat"	"4301AT"	"4301AT"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	92,86	"G4"	1329	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Hoofdpoortstraat"	"4301AV"	"4301AV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	100,00	100,00	58,82	"1x35"	1832	41,18	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Hoofdpoortstraat"	"4301AV"	"4301AV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	100,00	"G4"	1146	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Breedstraat"	"4301AW"	"4301AW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	14	100,00	100,00	71,43	"1x35"	2384	64,29	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Breedstraat"	"4301AW"	"4301AW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	100,00	"G4"	1097	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Breedstraat"	"4301AX"	"4301AX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	90,91	100,00	81,82	"3x25"	2132	36,36	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Breedstraat"	"4301AX"	"4301AX"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	90,91	"G4"	1649	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Schuttershofstraat"	"4301AZ"	"4301AZ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	100,00	100,00	62,50	"1x35"	1840	62,50	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Schuttershofstraat"	"4301AZ"	"4301AZ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	1151	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Schuttershofstraat"	"4301BA"	"4301BA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	14	100,00	100,00	64,29	"1x35"	2290	42,86	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Schuttershofstraat"	"4301BA"	"4301BA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	92,86	100,00	"G4"	1183	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Ravestraat"	"4301BB"	"4301BB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	90,91	100,00	90,91	"1x35"	2657	63,64	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Ravestraat"	"4301BB"	"4301BB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	1308	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Ravestraat"	"4301BC"	"4301BC"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	94,74	100,00	57,89	"1x35"	2015	47,37	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Ravestraat"	"4301BC"	"4301BC"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	1430	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Gat van W N Westen"	"4301BD"	"4301BD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	90,00	100,00	55,00	"3x25"	1876	50,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Gat van W N Westen"	"4301BD"	"4301BD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	95,00	"G4"	1112	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Rozemarijnstraat"	"4301BE"	"4301BG"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	22	100,00	100,00	50,00	"1x35"	2122	68,18	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Rozemarijnstraat"	"4301BE"	"4301BG"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	94,74	"G4"	1531	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Bagijnestraat"	"4301BH"	"4301BH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	89,47	94,74	52,63	"1x35"	1970	68,42	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Bagijnestraat"	"4301BH"	"4301BH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	94,44	100,00	"G4"	1398	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Witte IJestraat"	"4301BJ"	"4301BK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	62	98,39	100,00	80,65	"1x35"	1976	32,26	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Witte IJestraat"	"4301BJ"	"4301BK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	61	100,00	100,00	96,72	"G4"	1119	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Pieterseliestraat"	"4301BL"	"4301BL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	100,00	100,00	71,43	"1x35"	2431	47,62	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Pieterseliestraat"	"4301BL"	"4301BL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	1036	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Wevershoek"	"4301BM"	"4301BM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	100,00	72,22	"1x35"	2121	22,22	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Wevershoek"	"4301BM"	"4301BM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	100,00	"G4"	1262	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Wevershoek"	"4301BN"	"4301BN"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	54,55	"1x35"	3133	54,55	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Wevershoek"	"4301BN"	"4301BN"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	1315	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Raamstraat"	"4301BP"	"4301BP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	90,91	90,91	"3x25"	7813	45,45	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Raamstraat"	"4301BP"	"4301BP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	90,91	81,82	"G4"	2163	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Regenboogstraat"	"4301BR"	"4301BS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	95,24	100,00	57,14	"3x25"	3358	23,81	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BR"	"4301BS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	21	100,00	100,00	95,24	"G4"	1730	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Regenboogstraat"	"4301BT"	"4301BT"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	93,75	100,00	62,50	"1x35"	2669	62,50	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BT"	"4301BT"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	93,75	"G4"	1395	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	33	96,97	66,67	81,82	"1x35"	1315	24,24	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	31	100,00	67,74	96,77	"G4"	992	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	94,44	100,00	66,67	"3x25"	4090	44,44	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	83,33	"G4"	1549	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	100,00	100,00	57,14	"3x25"	3122	71,43	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	1315	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	25	96,00	92,00	40,00	"3x25"	23843	68,00	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	23	100,00	95,65	47,83	"G4"	3444	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	86,67	60,00	"3x25"	16499	73,33	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	41,67	"G4"	4490	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	73,33	"3x25"	8286	73,33	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	15	100,00	100,00	80,00	"G4"	2279	0,00	0,00
"8716902000001"	"Enduris Netgebied"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	100,00	94,44	61,11	"3x25"	9899	66,67	0,00
"8717127750009"	"GAS Gastransport Services (GASUNIE)"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	15	100,00	93,33	53,33	"G4"	3337	0,00	0,00
