NETBEHEERDER	NETGEBIED	STRAATNAAM	POSTCODE_VAN	POSTCODE_TOT	WOONPLAATS	LANDCODE	PRODUCTSOORT	VERBRUIKSSEGMENT	AANSLUITINGEN_AANTAL	LEVERINGSRICHTING_PERC	FYSIEKE_STATUS_PERC	SOORT_AANSLUITING_PERC	SOORT_AANSLUITING	SJA_GEMIDDELD	SJA_LAAG_TARIEF_PERC	SLIMME_METER_PERC
"8716902000001"	"STEDIN ZEELAND"	"Rozemarijnstraat"	"4301BE"	"4301BG"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	90,48	100,00	52,38	"1x35"	1517,62	85,71	85,71
"8717127750009"	"STEDIN ZEELAND"	"Rozemarijnstraat"	"4301BE"	"4301BG"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	94,74	94,74	"G4"	1175,47	0,00	89,47
"8716902000001"	"STEDIN ZEELAND"	"Bagijnestraat"	"4301BH"	"4301BH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	78,95	100,00	52,63	"3x25"	1688,32	94,74	100,00
"8717127750009"	"STEDIN ZEELAND"	"Bagijnestraat"	"4301BH"	"4301BH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	100,00	94,44	"G4"	1043,11	0,00	94,44
"8716902000001"	"STEDIN ZEELAND"	"Witte IJestraat"	"4301BJ"	"4301BK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	62	91,94	100,00	74,19	"1x35"	1783,24	98,39	98,39
"8717127750009"	"STEDIN ZEELAND"	"Witte IJestraat"	"4301BJ"	"4301BK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	61	100,00	98,36	98,36	"G4"	922,93	0,00	93,44
"8716902000001"	"STEDIN ZEELAND"	"Pieterseliestraat"	"4301BL"	"4301BL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	66,67	95,24	71,43	"1x35"	1987,19	95,24	90,48
"8717127750009"	"STEDIN ZEELAND"	"Pieterseliestraat"	"4301BL"	"4301BL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	841,05	0,00	95,00
"8716902000001"	"STEDIN ZEELAND"	"Wevershoek"	"4301BM"	"4301BM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	88,89	100,00	72,22	"1x35"	2142,11	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Wevershoek"	"4301BM"	"4301BM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	94,44	100,00	"G4"	943,72	0,00	94,44
"8716902000001"	"STEDIN ZEELAND"	"Wevershoek"	"4301BN"	"4301BN"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	81,82	100,00	54,55	"1x35"	2160,27	81,82	81,82
"8717127750009"	"STEDIN ZEELAND"	"Wevershoek"	"4301BN"	"4301BN"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	884,55	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Raamstraat"	"4301BP"	"4301BP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	12	33,33	83,33	83,33	"3x25"	2610,42	83,33	83,33
"8717127750009"	"STEDIN ZEELAND"	"Raamstraat"	"4301BP"	"4301BP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	90,91	81,82	"G4"	1458,27	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Regenboogstraat"	"4301BR"	"4301BS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	22	68,18	100,00	59,09	"3x25"	3464,23	86,36	86,36
"8717127750009"	"STEDIN ZEELAND"	"Regenboogstraat"	"4301BR"	"4301BS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	95,45	"G4"	1324,86	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Regenboogstraat"	"4301BT"	"4301BT"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	81,25	100,00	62,50	"1x35"	3107,13	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Regenboogstraat"	"4301BT"	"4301BT"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	93,75	"G4"	924,69	0,00	93,75
"8716902000001"	"STEDIN ZEELAND"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	33	87,88	66,67	81,82	"1x35"	1001,15	60,61	63,64
"8717127750009"	"STEDIN ZEELAND"	"Regenboogstraat"	"4301BV"	"4301BV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	31	100,00	64,52	96,77	"G4"	819,26	0,00	58,06
"8716902000001"	"STEDIN ZEELAND"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	66,67	100,00	66,67	"3x25"	3463,67	88,89	88,89
"8717127750009"	"STEDIN ZEELAND"	"Weststraat"	"4301BW"	"4301BW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	18	100,00	94,44	83,33	"G4"	1120,39	0,00	83,33
"8716902000001"	"STEDIN ZEELAND"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	21	61,90	100,00	66,67	"3x25"	2610,33	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Weststraat"	"4301BX"	"4301BX"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	20	100,00	100,00	100,00	"G4"	1302,90	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	95,83	87,50	33,33	"3x25"	18998,50	79,17	79,17
"8717127750009"	"STEDIN ZEELAND"	"Kerkhof"	"4301BZ"	"4301CA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	45,45	"G4"	2894,55	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	81,25	81,25	62,50	"3x25"	12993,00	62,50	62,50
"8717127750009"	"STEDIN ZEELAND"	"Havenplein"	"4301CB"	"4301CB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	41,67	"G4"	3111,42	0,00	75,00
"8716902000001"	"STEDIN ZEELAND"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	17	100,00	100,00	82,35	"3x25"	6791,12	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Visstraat"	"4301CC"	"4301CC"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	17	100,00	100,00	82,35	"G4"	2075,94	0,00	94,12
"8716902000001"	"STEDIN ZEELAND"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	22	100,00	68,18	72,73	"3x25"	7209,73	90,91	63,64
"8717127750009"	"STEDIN ZEELAND"	"Havenpark"	"4301CD"	"4301CD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	21	100,00	66,67	61,90	"G4"	1732,19	0,00	57,14
"8716902000001"	"STEDIN ZEELAND"	"Havenpark"	"4301CE"	"4301CJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	46	82,61	97,83	69,57	"3x25"	4592,48	86,96	91,30
"8717127750009"	"STEDIN ZEELAND"	"Havenpark"	"4301CE"	"4301CJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	44	100,00	97,73	84,09	"G4"	1790,86	0,00	84,09
"8716902000001"	"STEDIN ZEELAND"	"Oude Haven"	"4301CK"	"4301CK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	12	75,00	100,00	75,00	"3x25"	3815,25	91,67	91,67
"8717127750009"	"STEDIN ZEELAND"	"Oude Haven"	"4301CK"	"4301CK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	12	100,00	100,00	66,67	"G4"	2392,67	0,00	91,67
"8716902000001"	"STEDIN ZEELAND"	"Oude Haven"	"4301CL"	"4301CL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	84,62	100,00	84,62	"3x25"	2749,15	84,62	84,62
"8717127750009"	"STEDIN ZEELAND"	"Oude Haven"	"4301CL"	"4301CL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	76,92	"G4"	1691,85	0,00	84,62
"8716902000001"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CM"	"4301CM"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	85,00	90,00	80,00	"3x25"	4969,85	95,00	90,00
"8717127750009"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CM"	"4301CM"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	17	100,00	94,12	88,24	"G4"	1506,24	0,00	82,35
"8716902000001"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CN"	"4301CN"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	90,91	100,00	63,64	"1x35"	1576,91	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CN"	"4301CP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	29	100,00	96,55	89,66	"G4"	1082,38	0,00	93,10
"8716902000001"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CP"	"4301CP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	70,00	100,00	70,00	"3x25"	2929,60	100,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CR"	"4301CR"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	15	100,00	100,00	60,00	"3x25"	1719,67	86,67	86,67
"8717127750009"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CR"	"4301CR"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	15	100,00	93,33	93,33	"G4"	1301,13	0,00	86,67
"8716902000001"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CS"	"4301CS"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	83,33	100,00	66,67	"3x25"	2758,75	91,67	95,83
"8717127750009"	"STEDIN ZEELAND"	"Sint Domusstraat"	"4301CS"	"4301CS"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	89,47	84,21	"G4"	1188,26	0,00	89,47
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Bogerdstraat"	"4301CV"	"4301CV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	16	87,50	100,00	68,75	"3x25"	2016,50	93,75	93,75
"8717127750009"	"STEDIN ZEELAND"	"Nieuwe Bogerdstraat"	"4301CV"	"4301CV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	85,71	"G4"	1226,36	0,00	92,86
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Bogerdstraat"	"4301CW"	"4301CW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	76,92	100,00	76,92	"3x25"	2059,15	92,31	92,31
"8717127750009"	"STEDIN ZEELAND"	"Nieuwe Bogerdstraat"	"4301CW"	"4301CW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	13	100,00	100,00	100,00	"G4"	1078,00	0,00	92,31
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Bogerdstraat"	"4301CX"	"4301CX"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	100,00	100,00	50,00	"3x25"	3545,90	90,00	90,00
"8717127750009"	"STEDIN ZEELAND"	"Nieuwe Bogerdstraat"	"4301CX"	"4301CZ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	23	100,00	100,00	91,30	"G4"	1204,87	0,00	95,65
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Bogerdstraat"	"4301CZ"	"4301CZ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	18	55,56	94,44	72,22	"3x25"	3539,22	83,33	83,33
"8716902000001"	"STEDIN ZEELAND"	"Venkelstraat"	"4301DA"	"4301DA"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	94,74	100,00	73,68	"1x35"	1338,63	89,47	89,47
"8717127750009"	"STEDIN ZEELAND"	"Venkelstraat"	"4301DA"	"4301DA"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	16	100,00	100,00	100,00	"G4"	1054,75	0,00	93,75
"8716902000001"	"STEDIN ZEELAND"	"Venkelstraat"	"4301DB"	"4301DB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	91,67	91,67	62,50	"3x25"	1475,71	83,33	83,33
"8717127750009"	"STEDIN ZEELAND"	"Venkelstraat"	"4301DB"	"4301DB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	100,00	"G4"	1114,63	0,00	89,47
"8716902000001"	"STEDIN ZEELAND"	"Molenstraat"	"4301DC"	"4301DD"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	28	82,14	92,86	71,43	"1x35"	1548,57	85,71	85,71
"8717127750009"	"STEDIN ZEELAND"	"Molenstraat"	"4301DC"	"4301DD"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	24	100,00	100,00	100,00	"G4"	870,46	0,00	95,83
"8716902000001"	"STEDIN ZEELAND"	"Lange Groendal"	"4301DE"	"4301DE"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	13	92,31	100,00	92,31	"1x35"	1746,69	84,62	84,62
"8717127750009"	"STEDIN ZEELAND"	"Lange Groendal"	"4301DE"	"4301DE"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	873,18	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Lange Groendal"	"4301DG"	"4301DG"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	100,00	"1x35"	1074,09	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Lange Groendal"	"4301DG"	"4301DG"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	11	100,00	100,00	100,00	"G4"	781,36	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Kapellestraat"	"4301DH"	"4301DH"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	10	100,00	100,00	50,00	"1x35"	2760,90	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Kapellestraat"	"4301DH"	"4301DH"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	10	100,00	100,00	100,00	"G4"	929,70	0,00	100,00
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DJ"	"4301DJ"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	25	84,00	100,00	68,00	"3x25"	7588,36	96,00	96,00
"8717127750009"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DJ"	"4301DJ"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	24	100,00	100,00	79,17	"G4"	1610,92	0,00	83,33
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DK"	"4301DK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	79,17	100,00	58,33	"3x25"	7334,21	95,83	95,83
"8717127750009"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DK"	"4301DK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	95,45	"G4"	1284,82	0,00	90,91
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DL"	"4301DL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	100,00	95,83	75,00	"3x25"	7463,92	91,67	91,67
"8717127750009"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DL"	"4301DL"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	23	100,00	95,65	86,96	"G4"	1519,87	0,00	82,61
"8716902000001"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DM"	"4301EB"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	26	96,15	96,15	65,38	"3x25"	6302,85	84,62	84,62
"8717127750009"	"STEDIN ZEELAND"	"Nieuwe Haven"	"4301DM"	"4301EB"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	86,36	"G4"	1785,68	0,00	86,36
"8716902000001"	"STEDIN ZEELAND"	"Meelstraat"	"4301EC"	"4301ED"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	20	85,00	95,00	80,00	"3x25"	2373,65	95,00	95,00
"8717127750009"	"STEDIN ZEELAND"	"Meelstraat"	"4301EC"	"4301ED"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	22	100,00	95,45	77,27	"G4"	2488,59	0,00	81,82
"8716902000001"	"STEDIN ZEELAND"	"Kerkplein"	"4301EE"	"4301EK"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	33	78,79	87,88	63,64	"3x25"	2898,94	87,88	84,85
"8717127750009"	"STEDIN ZEELAND"	"Kerkplein"	"4301EE"	"4301EK"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	26	100,00	92,31	92,31	"G4"	1184,92	0,00	84,62
"8716902000001"	"STEDIN ZEELAND"	"Kinderstraat"	"4301EL"	"4301EL"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	100,00	100,00	54,55	"3x25"	1282,27	81,82	81,82
"8717127750009"	"STEDIN ZEELAND"	"Kinderstraat"	"4301EL"	"4301EP"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	29	100,00	100,00	96,55	"G4"	1261,93	0,00	86,21
"8716902000001"	"STEDIN ZEELAND"	"Lombardstraat"	"4301EM"	"4301EP"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	24	95,83	100,00	62,50	"1x35"	3011,13	83,33	87,50
"8716902000001"	"STEDIN ZEELAND"	"Varremarkt"	"4301ER"	"4301ER"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	19	84,21	100,00	73,68	"3x25"	2588,05	94,74	94,74
"8717127750009"	"STEDIN ZEELAND"	"Varremarkt"	"4301ER"	"4301ER"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	19	100,00	100,00	100,00	"G4"	1121,37	0,00	89,47
"8716902000001"	"STEDIN ZEELAND"	"Lammermarkt"	"4301ES"	"4301ES"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	11	90,91	100,00	63,64	"3x25"	1460,09	90,91	90,91
"8717127750009"	"STEDIN ZEELAND"	"Lammermarkt"	"4301ES"	"4301ET"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	30	100,00	96,67	93,33	"G4"	1065,10	0,00	86,67
"8716902000001"	"STEDIN ZEELAND"	"Lammermarkt"	"4301ET"	"4301ET"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	23	86,96	95,65	65,22	"3x25"	1844,17	95,65	91,30
"8716902000001"	"STEDIN ZEELAND"	"Sint Lievenstraat"	"4301EV"	"4301EV"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	27	85,19	100,00	55,56	"3x25"	1845,19	92,59	92,59
"8717127750009"	"STEDIN ZEELAND"	"Sint Lievenstraat"	"4301EV"	"4301EV"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	27	100,00	96,30	100,00	"G4"	756,37	0,00	88,89
"8716902000001"	"STEDIN ZEELAND"	"Minderbroederstraat"	"4301EW"	"4301EW"	"ZIERIKZEE"	"NL"	"ELK"	"KVB"	14	78,57	100,00	57,14	"1x35"	2141,07	100,00	100,00
"8717127750009"	"STEDIN ZEELAND"	"Minderbroederstraat"	"4301EW"	"4301EW"	"ZIERIKZEE"	"NL"	"GAS"	"KVB"	14	100,00	100,00	100,00	"G4"	1071,86	0,00	100,00
